"Token ID","Aura","Background","Shape","Item","Hair","Tattoo","Clothes","Mask","Hat"
190,"No Aura","Japanese Motif - Yellow","Minimal Frame","Sakura Branch","Yellow","Constellation","Shirt - Pixel","Emoticon Owl","Straw Hat"
191,"Night","Painted Brush","Minimal Frame","Red Katana","White","Star","Hoodie - Emoticon","Mascot - Shiba Inu","No Hat"
192,"No Aura","Painted Brush","Circle Frame","No Item","White","No Tattoo","Kimono - Eth Checkered","Beak Mask - Darkened","No Hat"
193,"Night","Painted Brush","Circle Frame","No Item","Yellow","No Tattoo","Shirt 7 - Black","Sevens Japanese Mask","Beanie - Orange"
194,"No Aura","Pixel - Piano in a Sea","Square Frame","No Item","Red","Star","Hoodie - Tongue","Kaiju Mecha Mask - White","Bucket Hat White Kumo Motif"
195,"No Aura","Red","Minimal Frame","No Item","White","No Tattoo","Shirt - Isekai Postal","Full Face Mask - Double Line","Beanie - Black"
196,"Night","Night Sky","Circle Frame","Red Katana","Red","No Tattoo","Kimono - Eth Checkered","Petrified Skull","Bucket Hat Official"
197,"Night","Light Blue","Circle Frame","No Item","Red","Crossed Out","Shirt 7 - Black","Scarred Skull","Bucket Hat Painted"
198,"Light","Painted Brush","Minimal Frame","No Item","Red","Crossed Out","Shirt 7 - Black","Beak Mask - Metal","Rice Hat - Package"
199,"No Aura","Night Sky","Square Frame","Red Scythe","Black","Sakura Petal","Sweater - One Shoulder Blue Demon","Full Face Mask - X","Hat - 7 Black"
200,"No Aura","Red","Circle Frame","No Item","White","No Tattoo","Shirt 7 - Black","Full Face Mask - ???","Hat - Emoticon White"
201,"Night","Shooting Stars","Square Frame","No Item","White","No Tattoo","Lab Coat","Motorcycle Helmet - Roughed","No Hat"
202,"No Aura","Bananaz!","Circle Frame","Black Scythe","Orange-Red","Black Flames","Shirt - Japanese Black","Motorcycle Helmet - Roughed","No Hat"
203,"Night","Light Blue","Minimal Frame","No Item","Yellow","No Tattoo","Bomber - Black","Red-eyed Owl","Beanie - Painted"
204,"Light","Painted Brush","Square Frame","No Item","Red","No Tattoo","Shirt - Japanese Black","Golden Chain Skull","Bucket Hat Black"
205,"No Aura","Japanese Motif - Blue","Circle Frame","Banana","Yellow","Attached Diamonds","Kimono - Eth Checkered","Motorcycle Helmet - Black","No Hat"
206,"No Aura","Light Blue","Circle Frame","Dark Chef Knife","Orange-Red","No Tattoo","Bomber - White and Blue","Petrified Skull","Bucket Hat Akuma"
207,"No Aura","Red","Square Frame","No Item","White","No Tattoo","Bomber - Black","LED Japanese Mask","Beanie - Gray"
208,"Light","Sakura Tree","Minimal Frame","Banana","White","No Tattoo","Hoodie - Tongue","Scarred Skull","Hat - 7 Wave"
209,"Light","Bananaz!","Square Frame","No Item","Red","No Tattoo","Bomber - Black","Full Face Mask - Red Stop","Beanie - White"
210,"No Aura","Light Blue","Minimal Frame","No Item","White","Crossed Out","Sweater - One Shoulder Red Demon","Fox Mask - LED Scarred","Beanie - White"
211,"Night","Light Blue","Circle Frame","Black Scythe","Red","No Tattoo","Sweater - One Shoulder Red Demon","Emoticon Owl","Beanie - Yellow"
212,"Night","Night Sky","Minimal Frame","Red Space Fork","Black","No Tattoo","Hoodie - Emoticon","Red-eyed Owl","Beanie - Painted"
213,"No Aura","Japanese Motif - Pink","Minimal Frame","No Item","White","Kanji","Shirt - Isekai Postal","Motorcycle Helmet - White","No Hat"
214,"No Aura","Japanese Motif - Pink","Circle Frame","No Item","White","No Tattoo","Bomber - White and Blue","Emoticon Owl","Hat - 7 Wave"
215,"Night","Colorful Clouds","Minimal Frame","No Item","Yellow","No Tattoo","Shirt - Painted Tee","Scarred Skull","Bucket Hat Painted"
216,"Night","Shooting Stars","Circle Frame","Metal Pipe","Yellow","Constellation","Bomber - White and Blue","Full Face Mask - Double Line","Rice Hat - Package"
217,"Light","Japanese Motif - Pink","Square Frame","No Item","Yellow","No Tattoo","Shirt - Sevens Block","Lightning Mask","Rice Hat - Package"
218,"Night","Night Sky","Square Frame","No Item","Black","Flame","Shirt - Isekai Postal","Fox Mask - Sealed","Hat - 7 Wave"
219,"No Aura","Pixel - Day on an Island","Circle Frame","No Item","Yellow","No Tattoo","Sweater - Black and Orange","Hype Red Mask","Rice Hat - White"
220,"Night","Light Blue","Circle Frame","No Item","White","No Tattoo","Kimono - Sunflower","Beak Mask - Gold","Rice Hat - Sunflower"
221,"Light","Japanese Motif - Blue","Square Frame","Yellow Katana","Red","Star","Hoodie - Sunflowers","Painted Black Mask","Bucket Hat Yellow"
222,"No Aura","Pixel - Piano in a Sea","Circle Frame","No Item","Yellow","Greek Letters","Sweater - Kintsugi","Mascot - Joyful cat","No Hat"
223,"Light","Pixel - Day on an Island","Minimal Frame","No Item","Red","Star","Shirt - Sevens Block","Sevens Japanese Mask","Beanie - Orange"
224,"No Aura","Japanese Motif - Yellow","Minimal Frame","No Item","Orange-Red","Seven","Sweater - Cherry Blossoms","Sevens Japanese Mask","Beanie - Black"
225,"No Aura","Japanese Motif - Pink","Square Frame","Red Scythe","Yellow","No Tattoo","Sweater - Cherry Blossoms","Sevens Japanese Mask","Beanie - Black"
226,"No Aura","Pixel - Day on an Island","Minimal Frame","No Item","White","No Tattoo","Shirt - Japanese Black","Kaiju Mecha Mask - Black","Hat - Emoticon White"
227,"No Aura","Japanese Motif - Blue","Circle Frame","Metal Pipe","White","Seven","Shirt - Pixel","Sevens Japanese Mask","Bucket Hat Painted"
228,"Light","Pixel - Piano in a Sea","Minimal Frame","Red Scythe","Yellow","Emoticon","Shirt - Isekai Postal","Mascot - UwU cat","No Hat"
229,"Night","Light Blue","Square Frame","Metal Pipe","Black","Emoticon","Sweater - Kintsugi","Fox Mask - Sealed","Bucket Hat Official"
230,"Light","Japanese Motif - Blue","Square Frame","Red Katana","Orange-Red","No Tattoo","Hoodie - Fire Heart","Kaiju Mecha Mask - 07","Bucket Hat Painted"
231,"Night","Shooting Stars","Circle Frame","No Item","Yellow","Crossed Out","Shirt - Pixel","Lightning Mask","Bucket Hat Black"
232,"No Aura","Red","Square Frame","Sakura Branch","White","Constellation","Shirt - Taped Banana","Painted Owl mask","Hat - Emoticon Black"
233,"Night","Colorful Clouds","Circle Frame","Black Scythe","Yellow","Seven","Sweater - One Shoulder Red Demon","Game Helmet - Silhouette","No Hat"
234,"No Aura","Colorful Clouds","Minimal Frame","No Item","Yellow","No Tattoo","Shirt 7 - Black","Petrified Skull","Bucket Hat Official"
235,"No Aura","Shooting Stars","Circle Frame","Sakura Branch","Black","Emoticon","Sweater - Space","Hype Red Mask","Bucket Hat Red Kumo Motif"
236,"Light","Red","Square Frame","No Item","Red","Crossed Out","Sweater - Kintsugi","Painted Owl mask","Beanie - Orange"
237,"Light","Light Blue","Square Frame","Banana","White","Crossed Out","Shirt 7 - White","Emoticon Owl","Beanie - Painted"
238,"Night","Light Blue","Minimal Frame","No Item","White","Seven","Hoodie - Painted","Painted Black Mask","Bucket Hat Red SH777SH"
239,"Light","Bananaz!","Minimal Frame","No Item","Black","Seven","Shirt - Taped Banana","Kaiju Mecha Mask - Black","Hat - Emoticon Black"
240,"No Aura","Bananaz!","Square Frame","No Item","Orange-Red","No Tattoo","Bomber - Black","Mascot - UwU cat","No Hat"
241,"No Aura","Bananaz!","Circle Frame","Red Katana","Orange-Red","No Tattoo","Sweater - Cherry Blossoms","Full Face Mask - Red Stop","Beanie - Gray"
242,"Light","Light Blue","Square Frame","Chef Knife","Red","Heart 7","Bomber - Black","Hype Red Mask","Bucket Hat Official"
243,"No Aura","Pixel - Piano in a Sea","Circle Frame","Banana","Red","Seven","Shirt 7 - White","Emoticon Owl","Beanie - Aqua"
244,"No Aura","Pixel - Piano in a Sea","Minimal Frame","Red Space Fork","Orange-Red","Attached Diamonds","Shirt 7 - White","Fox Mask - Scarred","Rice Hat - White"
245,"Night","Night Sky","Square Frame","Red Monkey Staff","Orange-Red","No Tattoo","Sweater - Cherry Blossoms","Hype Black Mask","Bucket Hat Black"
246,"Night","Colorful Clouds","Square Frame","No Item","Black","No Tattoo","Hoodie - Tongue","Mascot - UwU cat","No Hat"
247,"No Aura","Light Blue","Square Frame","No Item","Orange-Red","Crossed Out","Hoodie - Tongue","Petrified Demon Mask","Beanie - Gray"
248,"No Aura","Red","Circle Frame","No Item","Yellow","No Tattoo","Shirt - Japanese Black","Full Mask","Rice Hat - Kintsugi"
249,"No Aura","Night Sky","Circle Frame","Chef Knife","Black","Heart 7","Sweater - One Shoulder Red Demon","Petrified Demon Mask","Hat - Painted"
250,"Night","Shooting Stars","Circle Frame","Yellow Katana","Orange-Red","No Tattoo","Shirt - Japanese Black","Lion - Fire Mustache","No Hat"
251,"Night","Night Sky","Minimal Frame","No Item","Orange-Red","Black Flames","Hoodie - Fire Heart","Painted Black Mask","Rice Hat - Sunflower"
252,"No Aura","Bananaz!","Minimal Frame","Gold Pipe","Black","No Tattoo","Bomber - Golden","Painted Owl mask","Hat - Emoticon Black"
253,"Night","Painted Brush","Minimal Frame","Banana","Yellow","Sakura Petal","Hoodie - Kintsugi 7","Lion - Fire Mustache","Hat - Emoticon White"
254,"Night","Painted Brush","Square Frame","Metal Monkey Staff","Black","No Tattoo","Shirt - Taped Banana","Fox Mask - Sealed","No Hat"
255,"No Aura","Night Sky","Square Frame","Red Space Fork","Yellow","Seven","Shirt - Sevens Block","Hype Red Mask","Bucket Hat Black"
256,"Light","Japanese Motif - Yellow","Circle Frame","Metal Pipe","Black","No Tattoo","Lab Coat","Mascot - UwU cat","No Hat"
257,"Night","Shooting Stars","Square Frame","No Item","Red","No Tattoo","Shirt 7 - White","Emoticon Owl","Hat - Painted"
258,"Light","Colorful Clouds","Square Frame","Sakura Branch","Yellow","No Tattoo","Hoodie - One Shoulder Fire","Game Helmet - Silhouette","No Hat"
259,"No Aura","Light Blue","Circle Frame","Red Katana","Red","No Tattoo","Shirt 7 - Black","Kaiju Mecha Mask - Black","Bucket Hat Yellow"
260,"Night","Painted Brush","Circle Frame","No Item","White","No Tattoo","Sweater - One Shoulder Blue Demon","Full Face Mask - X","Hat - 7 White"
261,"Night","Painted Brush","Circle Frame","Metal Pipe","Yellow","Sakura Petal","Sweater - Cherry Blossoms","Full Mask","Bucket Hat Official"
262,"Night","Bananaz!","Square Frame","No Item","White","No Tattoo","Lab Coat","Full Face Mask - Red Stop","Hat - Painted"
263,"No Aura","Shooting Stars","Circle Frame","Banana","Orange-Red","No Tattoo","Hoodie - One Shoulder Lotus","Fox Mask - Kintsugi","Bucket Hat White Kumo Motif"
264,"Light","Colorful Clouds","Circle Frame","No Item","White","Seven","Kimono - Eth Checkered","Akuma Half Mask - White","Bucket Hat Akuma"
265,"No Aura","Japanese Motif - Pink","Square Frame","Metal Monkey Staff","Yellow","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Red-eyed Owl","Hat - HERO hat"
266,"Night","Colorful Clouds","Circle Frame","No Item","Yellow","No Tattoo","Shirt - Isekai Postal","Game Helmet - Shiba Inu","No Hat"
267,"Night","Red","Square Frame","Yellow Katana","Black","No Tattoo","Shirt - Isekai Postal","Motorcycle Helmet - Black","No Hat"
268,"Light","Painted Brush","Square Frame","No Item","Black","Crossed Out","Shirt - Sevens Block","Hype Red Mask","Bucket Hat Black"
269,"Light","Bananaz!","Circle Frame","Red Monkey Staff","Red","No Tattoo","Hoodie - Emoticon","Game Helmet - Shiba Inu","No Hat"
270,"No Aura","Colorful Clouds","Minimal Frame","No Item","Red","No Tattoo","Hoodie - Painted","Fox Mask - LED Scarred","Rice Hat - Shadow"
271,"No Aura","Painted Brush","Minimal Frame","No Item","White","No Tattoo","Kimono - Sunflower","Beak Mask - Metal","Hat - 7 White"
272,"Night","Japanese Motif - Pink","Square Frame","Yellow Katana","Red","No Tattoo","Shirt 7 - White","Akuma Half Mask - Black","Bucket Hat Black"
273,"No Aura","Red","Square Frame","Chef Knife","Black","Emoticon","Bomber - Black","Scarred Skull","Hat - 7 White"
274,"No Aura","Red","Square Frame","No Item","Yellow","Heart 7","Sweater - Cherry Blossoms","Hype Red Mask","Rice Hat - Kintsugi"
275,"Night","Painted Brush","Square Frame","No Item","White","Crossed Out","Shirt 7 - White","Mecha Bird - Seagull","No Hat"
276,"No Aura","Shooting Stars","Square Frame","No Item","White","No Tattoo","Shirt - Sevens Block","Petrified Skull","Bucket Hat Yellow"
277,"No Aura","Red","Square Frame","Maple Branch","Yellow","Flame","Bomber - White and Blue","Game Helmet - Silhouette","No Hat"
278,"Night","Night Sky","Circle Frame","No Item","Black","No Tattoo","Bomber - Black","Full Face Mask - ???","Beanie - Aqua"
279,"No Aura","Japanese Motif - Pink","Minimal Frame","Red Monkey Staff","Black","No Tattoo","Hoodie - Painted","Sevens Japanese Mask","Hat - Emoticon White"
280,"No Aura","Shooting Stars","Circle Frame","Yellow Katana","Yellow","Crossed Out","Shirt - Japanese Black","Full Face Mask - Double Line","Bucket Hat Official"
281,"Light","Bananaz!","Minimal Frame","Yellow Katana","Yellow","No Tattoo","Shirt 7 - White","Lightning Mask","Rice Hat - Sunflower"
282,"Light","Painted Brush","Circle Frame","Sakura Branch","White","No Tattoo","Shirt - Isekai Postal","Sevens Japanese Mask","Beanie - Black"
283,"No Aura","Night Sky","Circle Frame","No Item","Red","Black Flames","Bomber - Black","Lion - Fire Mustache","Bucket Hat Yellow"
284,"Light","Pixel - Piano in a Sea","Square Frame","Black Scythe","Black","No Tattoo","Sweater - One Shoulder Blue Demon","Demon Fire Mask","Bucket Hat White"
285,"Night","Painted Brush","Minimal Frame","Gold Chef Knife","White","Seven","Sweater - Kintsugi","Golden Chain Skull","Bucket Hat Akuma"
286,"Night","Colorful Clouds","Square Frame","Red Monkey Staff","Yellow","No Tattoo","Hoodie - Painted","Scarred Skull","Hat - HERO hat"
287,"No Aura","Pixel - Piano in a Sea","Circle Frame","Red Katana","Orange-Red","No Tattoo","Monk","Sevens Japanese Mask","Beanie - Gray"
288,"No Aura","Shooting Stars","Minimal Frame","Metal Monkey Staff","Red","No Tattoo","Hoodie - Painted","Full Face Mask - ???","Beanie - Orange"
289,"No Aura","Japanese Motif - Pink","Square Frame","No Item","Orange-Red","No Tattoo","Hoodie - One Shoulder Fire","Kaiju Mecha Mask - 07","Hat - Painted"
290,"Light","Japanese Motif - Pink","Square Frame","No Item","Yellow","Star","Shirt - Taped Banana","Game Helmet - Silhouette","No Hat"
291,"Night","Night Sky","Circle Frame","Metal Monkey Staff","Red","Crossed Out","Kimono - Blue Green","Mecha Bird - Red-Eyed Crow","No Hat"
292,"Night","Japanese Motif - Pink","Circle Frame","No Item","Red","Greek Letters","Hoodie - Tongue","Golden Chain Skull","Bucket Hat Painted"
293,"No Aura","Japanese Motif - Blue","Circle Frame","No Item","Orange-Red","No Tattoo","Sweater - One Shoulder Cherry Blossoms","Mascot - UwU cat","No Hat"
294,"Night","Japanese Motif - Blue","Circle Frame","Banana","Red","Crossed Out","Sweater - Kintsugi","Motorcycle Helmet - Roughed","No Hat"
295,"Night","Red","Square Frame","Metal Pipe","White","No Tattoo","Shirt 7 - Black","Painted Lion Mask","Hat - Emoticon White"
296,"Night","Night Sky","Circle Frame","No Item","Orange-Red","Emoticon","Hoodie - Painted","Hype Red Mask","Rice Hat - Shadow"
297,"No Aura","Pixel - Piano in a Sea","Minimal Frame","No Item","Orange-Red","No Tattoo","Hoodie - Tongue","Hype Red Mask","Bucket Hat Red Kumo Motif"
298,"No Aura","Bananaz!","Circle Frame","No Item","Black","Flame","Kimono - Eth Checkered","Hype Black Mask","Bucket Hat Official"
299,"No Aura","Light Blue","Circle Frame","Red Monkey Staff","White","No Tattoo","Shirt - Taped Banana","Akuma Half Mask - Black","Bucket Hat Official"
300,"Night","Shooting Stars","Circle Frame","No Item","Red","No Tattoo","Hoodie - One Shoulder Yin Yang","Motorcycle Helmet - Black","No Hat"
301,"No Aura","Red","Minimal Frame","No Item","Yellow","No Tattoo","Shirt - Pixel","Demon Fire Mask","Hat - 7 Wave"
302,"No Aura","Pixel - Piano in a Sea","Minimal Frame","Gold Monkey Staff","Orange-Red","Greek Letters","Shirt - Pixel","Petrified Skull","Bucket Hat Black"
303,"No Aura","Painted Brush","Square Frame","Metal Monkey Staff","Red","Seven","Shirt 7 - Black","Motorcycle Helmet - Roughed","No Hat"
304,"No Aura","Japanese Motif - Blue","Circle Frame","Yellow Katana","White","Flame","Hoodie - Fire Heart","Full Face Mask - X","No Hat"
305,"No Aura","Japanese Motif - Blue","Square Frame","Sakura Branch","Black","No Tattoo","Shirt - Isekai Postal","Painted Black Mask","Bucket Hat Red SH777SH"
306,"Light","Pixel - Day on an Island","Minimal Frame","Black Scythe","Red","No Tattoo","Hoodie - Tongue","Petrified Skull","Hat - 7 Wave"
307,"Night","Japanese Motif - Blue","Square Frame","No Item","Red","Flame","Sweater - Kintsugi","Painted Black Mask","Rice Hat - Blue"
308,"Night","Shooting Stars","Circle Frame","Red Monkey Staff","White","No Tattoo","Hoodie - Kintsugi 7","Beak Mask - Metal","Rice Hat - Gold"
309,"Light","Japanese Motif - Blue","Square Frame","No Item","Red","Emoticon","Hoodie - Sunflowers","Beak Mask - Metal","Bucket Hat Yellow"
310,"No Aura","Bananaz!","Minimal Frame","No Item","Black","No Tattoo","Sweater - Space","Demon Fire Mask","Beanie - Gray"
311,"Night","Red","Square Frame","No Item","White","Crossed Out","Shirt - Pixel","Lion - Fire Breath","Beanie - White"
312,"No Aura","Light Blue","Minimal Frame","No Item","Black","Star","Sweater - One Shoulder Cherry Blossoms","Kaiju Mecha Mask - White","Rice Hat - Package"
313,"No Aura","Light Blue","Circle Frame","Banana","Orange-Red","No Tattoo","Hoodie - One Shoulder Yin Yang","Akuma Half Mask - White","Rice Hat - Gold"
314,"Night","Red","Square Frame","Red Monkey Staff","Yellow","No Tattoo","Hoodie - Tongue","Sevens Japanese Mask","Bucket Hat Black"
315,"No Aura","Red","Circle Frame","No Item","Red","Crossed Out","Hoodie - One Shoulder Lotus","Kaiju Mecha Mask - White","Bucket Hat Painted"
316,"No Aura","Red","Square Frame","Gold Chef Knife","White","Constellation","Lab Coat","Full Face Mask - ???","Hat - 7 White"
317,"Night","Japanese Motif - Blue","Square Frame","Gold Pipe","Yellow","Emoticon","Shirt - Isekai Postal","Full Face Mask - Red Stop","Beanie - Gray"
318,"No Aura","Bananaz!","Square Frame","Red Scythe","White","Seven","Hoodie - Fire Heart","Full Face Mask - Double Line","Rice Hat - Sunflower"
319,"Light","Red","Minimal Frame","No Item","White","No Tattoo","Kimono - Sunflower","Mascot - Joyful cat","No Hat"
320,"Night","Light Blue","Minimal Frame","Banana","Yellow","No Tattoo","Sweater - Cherry Blossoms","Fox Mask - Sealed","Bucket Hat Black"
321,"No Aura","Bananaz!","Circle Frame","No Item","White","Attached Diamonds","Shirt - Taped Banana","Akuma Half Mask - White","Bucket Hat Official"
322,"No Aura","Night Sky","Square Frame","Metal Monkey Staff","Orange-Red","Emoticon","Shirt - Japanese Black","Fox Mask - Emoticon","Rice Hat - Gold"
